Titulo,Autor(es),DOI,URL,Journal,NCBIID,Citation,PMCID,Año de Publicación
[THE CONDITION OF THE CERVIX IN WOMEN LIVING IN OIL AND GAS BEARING AREAS].,"Tusupkaliev A, Sarsembaeva L, Abdrakhmanova A, Ayazbaeva L, Sherniyazova F",N/A,https://ncbi.nlm.nih.gov/pubmed/29578419,Georgian Med News,29578419,"Tusupkaliev A, et al. [THE CONDITION OF THE CERVIX IN WOMEN LIVING IN OIL AND GAS BEARING AREAS]. [THE CONDITION OF THE CERVIX IN WOMEN LIVING IN OIL AND GAS BEARING AREAS]. 2018; (unknown volume):29-33.",N/A,2018
Towards predicting the environmental metabolome from metagenomics with a mechanistic model.,"Garza DR, van Verk MC, Huynen MA, Dutilh BE",10.1038/s41564-018-0124-8,https://ncbi.nlm.nih.gov/pubmed/29531366,Nat Microbiol,29531366,"Garza DR, et al. Towards predicting the environmental metabolome from metagenomics with a mechanistic model. Towards predicting the environmental metabolome from metagenomics with a mechanistic model. 2018; 3:456-460. doi: 10.1038/s41564-018-0124-8",N/A,2018
Impact of contraceptive initiation on vaginal microbiota.,"Achilles SL, Austin MN, Meyn LA, Mhlanga F, Chirenje ZM, Hillier SL",10.1016/j.ajog.2018.02.017,https://ncbi.nlm.nih.gov/pubmed/29505773,Am J Obstet Gynecol,29505773,"Achilles SL, et al. Impact of contraceptive initiation on vaginal microbiota. Impact of contraceptive initiation on vaginal microbiota. 2018; 218:622.e1-622.e10. doi: 10.1016/j.ajog.2018.02.017",N/A,2018
Taxa-function robustness in microbial communities.,"Eng A, Borenstein E",10.1186/s40168-018-0425-4,https://ncbi.nlm.nih.gov/pubmed/29499759,Microbiome,29499759,Eng A and Borenstein E. Taxa-function robustness in microbial communities. Taxa-function robustness in microbial communities. 2018; 6:45. doi: 10.1186/s40168-018-0425-4,N/A,2018
"Fractional CO<sub>2</sub> laser for genitourinary syndrome of menopause in breast cancer survivors: clinical, immunological, and microbiological aspects.","Becorpi A, Campisciano G, Zanotta N, Tredici Z, Guaschino S, Petraglia F, Pieralli A, Sisti G, De Seta F, Comar M",10.1007/s10103-018-2471-3,https://ncbi.nlm.nih.gov/pubmed/29492713,Lasers Med Sci,29492713,"Becorpi A, et al. Fractional CO<sub>2</sub> laser for genitourinary syndrome of menopause in breast cancer survivors: clinical, immunological, and microbiological aspects. Fractional CO<sub>2</sub> laser for genitourinary syndrome of menopause in breast cancer survivors: clinical, immunological, and microbiological aspects. 2018; 33:1047-1054. doi: 10.1007/s10103-018-2471-3",N/A,2018
Cervicovaginal microbiota composition correlates with the acquisition of high-risk human papillomavirus types.,"Huang X, Li C, Li F, Zhao J, Wan X, Wang K",10.1002/ijc.31342,https://ncbi.nlm.nih.gov/pubmed/29479697,Int J Cancer,29479697,"Huang X, et al. Cervicovaginal microbiota composition correlates with the acquisition of high-risk human papillomavirus types. Cervicovaginal microbiota composition correlates with the acquisition of high-risk human papillomavirus types. 2018; 143:621-634. doi: 10.1002/ijc.31342",N/A,2018
Reproductive outcome of patients undergoing in vitro fertilisation treatment and diagnosed with bacterial vaginosis or abnormal vaginal microbiota: a systematic PRISMA review and meta-analysis.,"Haahr T, Zacho J, Bräuner M, Shathmigha K, Skov Jensen J, Humaidan P",10.1111/1471-0528.15178,https://ncbi.nlm.nih.gov/pubmed/29469992,BJOG,29469992,"Haahr T, et al. Reproductive outcome of patients undergoing in vitro fertilisation treatment and diagnosed with bacterial vaginosis or abnormal vaginal microbiota: a systematic PRISMA review and meta-analysis. Reproductive outcome of patients undergoing in vitro fertilisation treatment and diagnosed with bacterial vaginosis or abnormal vaginal microbiota: a systematic PRISMA review and meta-analysis. 2019; 126:200-207. doi: 10.1111/1471-0528.15178",N/A,2019
Short- and long-term influence of the levonorgestrel-releasing intrauterine system (Mirena®) on vaginal microbiota and Candida.,"Donders GGG, Bellen G, Ruban K, Van Bulck B",10.1099/jmm.0.000657,https://ncbi.nlm.nih.gov/pubmed/29458551,J Med Microbiol,29458551,"Donders GGG, et al. Short- and long-term influence of the levonorgestrel-releasing intrauterine system (Mirena®) on vaginal microbiota and Candida. Short- and long-term influence of the levonorgestrel-releasing intrauterine system (Mirena®) on vaginal microbiota and Candida. 2018; 67:308-313. doi: 10.1099/jmm.0.000657",N/A,2018
Lactobacillus crispatus represses vaginolysin expression by BV associated Gardnerella vaginalis and reduces cell cytotoxicity.,"Castro J, Martins AP, Rodrigues ME, Cerca N",10.1016/j.anaerobe.2018.01.014,https://ncbi.nlm.nih.gov/pubmed/29427630,Anaerobe,29427630,"Castro J, et al. Lactobacillus crispatus represses vaginolysin expression by BV associated Gardnerella vaginalis and reduces cell cytotoxicity. Lactobacillus crispatus represses vaginolysin expression by BV associated Gardnerella vaginalis and reduces cell cytotoxicity. 2018; 50:60-63. doi: 10.1016/j.anaerobe.2018.01.014",N/A,2018
"The implausible ""in vivo"" role of hydrogen peroxide as an antimicrobial factor produced by vaginal microbiota.","Tachedjian G, O'Hanlon DE, Ravel J",10.1186/s40168-018-0418-3,https://ncbi.nlm.nih.gov/pubmed/29409534,Microbiome,29409534,"Tachedjian G, et al. The implausible ""in vivo"" role of hydrogen peroxide as an antimicrobial factor produced by vaginal microbiota. The implausible ""in vivo"" role of hydrogen peroxide as an antimicrobial factor produced by vaginal microbiota. 2018; 6:29. doi: 10.1186/s40168-018-0418-3",N/A,2018
Dysbiosis of the Vaginal Microbiota and Higher Vaginal Kynurenine/Tryptophan Ratio Reveals an Association with Chlamydia trachomatis Genital Infections.,"Ziklo N, Vidgen ME, Taing K, Huston WM, Timms P",10.3389/fcimb.2018.00001,https://ncbi.nlm.nih.gov/pubmed/29404279,Front Cell Infect Microbiol,29404279,"Ziklo N, et al. Dysbiosis of the Vaginal Microbiota and Higher Vaginal Kynurenine/Tryptophan Ratio Reveals an Association with Chlamydia trachomatis Genital Infections. Dysbiosis of the Vaginal Microbiota and Higher Vaginal Kynurenine/Tryptophan Ratio Reveals an Association with Chlamydia trachomatis Genital Infections. 2018; 8:1. doi: 10.3389/fcimb.2018.00001",N/A,2018
In vivo microbiome and associated immune markers: New insights into the pathogenesis of vaginal dysbiosis.,"Campisciano G, Zanotta N, Licastro D, De Seta F, Comar M",10.1038/s41598-018-20649-x,https://ncbi.nlm.nih.gov/pubmed/29396486,Sci Rep,29396486,"Campisciano G, et al. In vivo microbiome and associated immune markers: New insights into the pathogenesis of vaginal dysbiosis. In vivo microbiome and associated immune markers: New insights into the pathogenesis of vaginal dysbiosis. 2018; 8:2307. doi: 10.1038/s41598-018-20649-x",N/A,2018
Infection: Vaginal microbiota and infectious infertility.,Stone L,10.1038/nrurol.2018.11,https://ncbi.nlm.nih.gov/pubmed/29384524,Nat Rev Urol,29384524,Stone L. Infection: Vaginal microbiota and infectious infertility. Infection: Vaginal microbiota and infectious infertility. 2018; 15:136. doi: 10.1038/nrurol.2018.11,N/A,2018
"Associations between sexual habits, menstrual hygiene practices, demographics and the vaginal microbiome as revealed by Bayesian network analysis.","Noyes N, Cho KC, Ravel J, Forney LJ, Abdo Z",10.1371/journal.pone.0191625,https://ncbi.nlm.nih.gov/pubmed/29364944,PLoS One,29364944,"Noyes N, et al. Associations between sexual habits, menstrual hygiene practices, demographics and the vaginal microbiome as revealed by Bayesian network analysis. Associations between sexual habits, menstrual hygiene practices, demographics and the vaginal microbiome as revealed by Bayesian network analysis. 2018; 13:e0191625. doi: 10.1371/journal.pone.0191625",N/A,2018
"Vaginal dysbiosis increases risk of preterm fetal membrane rupture, neonatal sepsis and is exacerbated by erythromycin.","Brown RG, Marchesi JR, Lee YS, Smith A, Lehne B, Kindinger LM, Terzidou V, Holmes E, Nicholson JK, Bennett PR, MacIntyre DA",10.1186/s12916-017-0999-x,https://ncbi.nlm.nih.gov/pubmed/29361936,BMC Med,29361936,"Brown RG, et al. Vaginal dysbiosis increases risk of preterm fetal membrane rupture, neonatal sepsis and is exacerbated by erythromycin. Vaginal dysbiosis increases risk of preterm fetal membrane rupture, neonatal sepsis and is exacerbated by erythromycin. 2018; 16:9. doi: 10.1186/s12916-017-0999-x",N/A,2018
Vaginal microbiota composition and association with prevalent Chlamydia trachomatis infection: a cross-sectional study of young women attending a STI clinic in France.,"Tamarelle J, de Barbeyrac B, Le Hen I, Thiébaut A, Bébéar C, Ravel J, Delarocque-Astagneau E",10.1136/sextrans-2017-053346,https://ncbi.nlm.nih.gov/pubmed/29358524,Sex Transm Infect,29358524,"Tamarelle J, et al. Vaginal microbiota composition and association with prevalent Chlamydia trachomatis infection: a cross-sectional study of young women attending a STI clinic in France. Vaginal microbiota composition and association with prevalent Chlamydia trachomatis infection: a cross-sectional study of young women attending a STI clinic in France. 2018; 94:616-618. doi: 10.1136/sextrans-2017-053346",N/A,2018
Could baby's first bacteria take root before birth?,Willyard C,10.1038/d41586-018-00664-8,https://ncbi.nlm.nih.gov/pubmed/29345664,Nature,29345664,Willyard C. Could baby's first bacteria take root before birth?. Could baby's first bacteria take root before birth?. 2018; 553:264-266. doi: 10.1038/d41586-018-00664-8,N/A,2018
A Lactobacillus-Deficient Vaginal Microbiota Dominates Postpartum Women in Rural Malawi.,"Doyle R, Gondwe A, Fan YM, Maleta K, Ashorn P, Klein N, Harris K",10.1128/AEM.02150-17,https://ncbi.nlm.nih.gov/pubmed/29305501,Appl Environ Microbiol,29305501,"Doyle R, et al. A Lactobacillus-Deficient Vaginal Microbiota Dominates Postpartum Women in Rural Malawi. A Lactobacillus-Deficient Vaginal Microbiota Dominates Postpartum Women in Rural Malawi. 2018; 84:(unknown pages). doi: 10.1128/AEM.02150-17",N/A,2018
Long-term Lactobacillus rhamnosus BMX 54 application to restore a balanced vaginal ecosystem: a promising solution against HPV-infection.,"Palma E, Recine N, Domenici L, Giorgini M, Pierangeli A, Panici PB",10.1186/s12879-017-2938-z,https://ncbi.nlm.nih.gov/pubmed/29304768,BMC Infect Dis,29304768,"Palma E, et al. Long-term Lactobacillus rhamnosus BMX 54 application to restore a balanced vaginal ecosystem: a promising solution against HPV-infection. Long-term Lactobacillus rhamnosus BMX 54 application to restore a balanced vaginal ecosystem: a promising solution against HPV-infection. 2018; 18:13. doi: 10.1186/s12879-017-2938-z",N/A,2018
"Combined oral and topical antimicrobial therapy for male partners of women with bacterial vaginosis: Acceptability, tolerability and impact on the genital microbiota of couples - A pilot study.","Plummer EL, Vodstrcil LA, Danielewski JA, Murray GL, Fairley CK, Garland SM, Hocking JS, Tabrizi SN, Bradshaw CS",10.1371/journal.pone.0190199,https://ncbi.nlm.nih.gov/pubmed/29293559,PLoS One,29293559,"Plummer EL, et al. Combined oral and topical antimicrobial therapy for male partners of women with bacterial vaginosis: Acceptability, tolerability and impact on the genital microbiota of couples - A pilot study. Combined oral and topical antimicrobial therapy for male partners of women with bacterial vaginosis: Acceptability, tolerability and impact on the genital microbiota of couples - A pilot study. 2018; 13:e0190199. doi: 10.1371/journal.pone.0190199",N/A,2018
The vaginal microbiome and sexually transmitted infections are interlinked: Consequences for treatment and prevention.,van de Wijgert JHHM,10.1371/journal.pmed.1002478,https://ncbi.nlm.nih.gov/pubmed/29281632,PLoS Med,29281632,van de Wijgert JHHM. The vaginal microbiome and sexually transmitted infections are interlinked: Consequences for treatment and prevention. The vaginal microbiome and sexually transmitted infections are interlinked: Consequences for treatment and prevention. 2017; 14:e1002478. doi: 10.1371/journal.pmed.1002478,N/A,2017
A retrospective pilot study to determine whether the reproductive tract microbiota differs between women with a history of infertility and fertile women.,"Wee BA, Thomas M, Sweeney EL, Frentiu FD, Samios M, Ravel J, Gajer P, Myers G, Timms P, Allan JA, Huston WM",10.1111/ajo.12754,https://ncbi.nlm.nih.gov/pubmed/29280134,Aust N Z J Obstet Gynaecol,29280134,"Wee BA, et al. A retrospective pilot study to determine whether the reproductive tract microbiota differs between women with a history of infertility and fertile women. A retrospective pilot study to determine whether the reproductive tract microbiota differs between women with a history of infertility and fertile women. 2018; 58:341-348. doi: 10.1111/ajo.12754",N/A,2018
"Promising Prebiotic Candidate Established by Evaluation of Lactitol, Lactulose, Raffinose, and Oligofructose for Maintenance of a Lactobacillus-Dominated Vaginal Microbiota.","Collins SL, McMillan A, Seney S, van der Veer C, Kort R, Sumarah MW, Reid G",10.1128/AEM.02200-17,https://ncbi.nlm.nih.gov/pubmed/29269494,Appl Environ Microbiol,29269494,"Collins SL, et al. Promising Prebiotic Candidate Established by Evaluation of Lactitol, Lactulose, Raffinose, and Oligofructose for Maintenance of a Lactobacillus-Dominated Vaginal Microbiota. Promising Prebiotic Candidate Established by Evaluation of Lactitol, Lactulose, Raffinose, and Oligofructose for Maintenance of a Lactobacillus-Dominated Vaginal Microbiota. 2018; 84:(unknown pages). doi: 10.1128/AEM.02200-17",N/A,2018
Genital Tract Infections in an Isolated Community: 100 Women of the Príncipe Island.,"Vieira-Baptista P, Grinceviciene S, Bellen G, Sousa C, Saldanha C, Broeck DV, Bogers JP, Donders G",10.1155/2017/3058569,https://ncbi.nlm.nih.gov/pubmed/29259388,Infect Dis Obstet Gynecol,29259388,"Vieira-Baptista P, et al. Genital Tract Infections in an Isolated Community: 100 Women of the Príncipe Island. Genital Tract Infections in an Isolated Community: 100 Women of the Príncipe Island. 2017; 2017:3058569. doi: 10.1155/2017/3058569",N/A,2017
Diversity of vaginal microbiota increases by the time of labor onset.,"Avershina E, Slangsvold S, Simpson MR, Storrø O, Johnsen R, Øien T, Rudi K",10.1038/s41598-017-17972-0,https://ncbi.nlm.nih.gov/pubmed/29242550,Sci Rep,29242550,"Avershina E, et al. Diversity of vaginal microbiota increases by the time of labor onset. Diversity of vaginal microbiota increases by the time of labor onset. 2017; 7:17558. doi: 10.1038/s41598-017-17972-0",N/A,2017
Analysis of the cervical microbiome and potential biomarkers from postpartum HIV-positive women displaying cervical intraepithelial lesions.,"Curty G, Costa RL, Siqueira JD, Meyrelles AI, Machado ES, Soares EA, Soares MA",10.1038/s41598-017-17351-9,https://ncbi.nlm.nih.gov/pubmed/29234019,Sci Rep,29234019,"Curty G, et al. Analysis of the cervical microbiome and potential biomarkers from postpartum HIV-positive women displaying cervical intraepithelial lesions. Analysis of the cervical microbiome and potential biomarkers from postpartum HIV-positive women displaying cervical intraepithelial lesions. 2017; 7:17364. doi: 10.1038/s41598-017-17351-9",N/A,2017
Associations between improvement in genitourinary symptoms of menopause and changes in the vaginal ecosystem.,"Mitchell CM, Srinivasan S, Plantinga A, Wu MC, Reed SD, Guthrie KA, LaCroix AZ, Fiedler T, Munch M, Liu C, Hoffman NG, Blair IA, Newton K, Freeman EW, Joffe H, Cohen L, Fredricks DN",10.1097/GME.0000000000001037,https://ncbi.nlm.nih.gov/pubmed/29206774,Menopause,29206774,"Mitchell CM, et al. Associations between improvement in genitourinary symptoms of menopause and changes in the vaginal ecosystem. Associations between improvement in genitourinary symptoms of menopause and changes in the vaginal ecosystem. 2018; 25:500-507. doi: 10.1097/GME.0000000000001037",N/A,2018
In vitro activity of Spirulina platensis water extract against different Candida species isolated from vulvo-vaginal candidiasis cases.,"Marangoni A, Foschi C, Micucci M, Nahui Palomino RA, Gallina Toschi T, Vitali B, Camarda L, Mandrioli M, De Giorgio M, Aldini R, Corazza I, Chiarini A, Cevenini R, Budriesi R",10.1371/journal.pone.0188567,https://ncbi.nlm.nih.gov/pubmed/29190763,PLoS One,29190763,"Marangoni A, et al. In vitro activity of Spirulina platensis water extract against different Candida species isolated from vulvo-vaginal candidiasis cases. In vitro activity of Spirulina platensis water extract against different Candida species isolated from vulvo-vaginal candidiasis cases. 2017; 12:e0188567. doi: 10.1371/journal.pone.0188567",N/A,2017
Newly Isolated Lactobacilli strains from Algerian Human Vaginal Microbiota: Lactobacillus fermentum Strains Relevant Probiotic's Candidates.,"Ouarabi L, Chait YA, Seddik HA, Drider D, Bendali F",10.1007/s12602-017-9360-0,https://ncbi.nlm.nih.gov/pubmed/29185234,Probiotics Antimicrob Proteins,29185234,"Ouarabi L, et al. Newly Isolated Lactobacilli strains from Algerian Human Vaginal Microbiota: Lactobacillus fermentum Strains Relevant Probiotic's Candidates. Newly Isolated Lactobacilli strains from Algerian Human Vaginal Microbiota: Lactobacillus fermentum Strains Relevant Probiotic's Candidates. 2019; 11:43-54. doi: 10.1007/s12602-017-9360-0",N/A,2019
2-Way k-Means as a Model for Microbiome Samples.,"Jackson WJ, Agarwal I, Pe'er I",10.1155/2017/5284145,https://ncbi.nlm.nih.gov/pubmed/29177026,J Healthc Eng,29177026,"Jackson WJ, et al. 2-Way k-Means as a Model for Microbiome Samples. 2-Way k-Means as a Model for Microbiome Samples. 2017; 2017:5284145. doi: 10.1155/2017/5284145",N/A,2017
First-trimester vaginal microbiome diversity: A potential indicator of preterm delivery risk.,"Haque MM, Merchant M, Kumar PN, Dutta A, Mande SS",10.1038/s41598-017-16352-y,https://ncbi.nlm.nih.gov/pubmed/29170495,Sci Rep,29170495,"Haque MM, et al. First-trimester vaginal microbiome diversity: A potential indicator of preterm delivery risk. First-trimester vaginal microbiome diversity: A potential indicator of preterm delivery risk. 2017; 7:16145. doi: 10.1038/s41598-017-16352-y",N/A,2017
Association of high-risk sexual behaviour with diversity of the vaginal microbiota and abundance of Lactobacillus.,"Wessels JM, Lajoie J, Vitali D, Omollo K, Kimani J, Oyugi J, Cheruiyot J, Kimani M, Mungai JN, Akolo M, Stearns JC, Surette MG, Fowke KR, Kaushic C",10.1371/journal.pone.0187612,https://ncbi.nlm.nih.gov/pubmed/29095928,PLoS One,29095928,"Wessels JM, et al. Association of high-risk sexual behaviour with diversity of the vaginal microbiota and abundance of Lactobacillus. Association of high-risk sexual behaviour with diversity of the vaginal microbiota and abundance of Lactobacillus. 2017; 12:e0187612. doi: 10.1371/journal.pone.0187612",N/A,2017
Committee Opinion No. 725: Vaginal Seeding.,,10.1097/AOG.0000000000002402,https://ncbi.nlm.nih.gov/pubmed/29064974,Obstet Gynecol,29064974,(None). Committee Opinion No. 725: Vaginal Seeding. Committee Opinion No. 725: Vaginal Seeding. 2017; 130:e274-e278. doi: 10.1097/AOG.0000000000002402,N/A,2017
The Maternal Infant Microbiome: Considerations for Labor and Birth.,,10.1097/NMC.0000000000000385,https://ncbi.nlm.nih.gov/pubmed/29049069,MCN Am J Matern Child Nurs,29049069,(None). The Maternal Infant Microbiome: Considerations for Labor and Birth. The Maternal Infant Microbiome: Considerations for Labor and Birth. 2017; 42:E24-E25. doi: 10.1097/NMC.0000000000000385,N/A,2017
The microbiota continuum along the female reproductive tract and its relation to uterine-related diseases.,"Chen C, Song X, Wei W, Zhong H, Dai J, Lan Z, Li F, Yu X, Feng Q, Wang Z, Xie H, Chen X, Zeng C, Wen B, Zeng L, Du H, Tang H, Xu C, Xia Y, Xia H, Yang H, Wang J, Wang J, Madsen L, Brix S, Kristiansen K, Xu X, Li J, Wu R, Jia H",10.1038/s41467-017-00901-0,https://ncbi.nlm.nih.gov/pubmed/29042534,Nat Commun,29042534,"Chen C, et al. The microbiota continuum along the female reproductive tract and its relation to uterine-related diseases. The microbiota continuum along the female reproductive tract and its relation to uterine-related diseases. 2017; 8:875. doi: 10.1038/s41467-017-00901-0",N/A,2017
The Female Genital Tract Microbiome Is Associated With Vaginal Antiretroviral Drug Concentrations in Human Immunodeficiency Virus-Infected Women on Antiretroviral Therapy.,"Donahue Carlson R, Sheth AN, Read TD, Frisch MB, Mehta CC, Martin A, Haaland RE, Patel AS, Pau CP, Kraft CS, Ofotokun I",10.1093/infdis/jix420,https://ncbi.nlm.nih.gov/pubmed/29029138,J Infect Dis,29029138,"Donahue Carlson R, et al. The Female Genital Tract Microbiome Is Associated With Vaginal Antiretroviral Drug Concentrations in Human Immunodeficiency Virus-Infected Women on Antiretroviral Therapy. The Female Genital Tract Microbiome Is Associated With Vaginal Antiretroviral Drug Concentrations in Human Immunodeficiency Virus-Infected Women on Antiretroviral Therapy. 2017; 216:990-999. doi: 10.1093/infdis/jix420",N/A,2017
Does the maternal vaginal microbiota play a role in seeding the microbiota of neonatal gut and nose?,"Sakwinska O, Foata F, Berger B, Brüssow H, Combremont S, Mercenier A, Dogra S, Soh SE, Yen JCK, Heong GYS, Lee YS, Yap F, Meaney MJ, Chong YS, Godfrey KM, Holbrook JD",10.3920/BM2017.0064,https://ncbi.nlm.nih.gov/pubmed/29022384,Benef Microbes,29022384,"Sakwinska O, et al. Does the maternal vaginal microbiota play a role in seeding the microbiota of neonatal gut and nose?. Does the maternal vaginal microbiota play a role in seeding the microbiota of neonatal gut and nose?. 2017; 8:763-778. doi: 10.3920/BM2017.0064",N/A,2017
The P/N (Positive-to-Negative Links) Ratio in Complex Networks-A Promising In Silico Biomarker for Detecting Changes Occurring in the Human Microbiome.,Ma ZS,10.1007/s00248-017-1079-7,https://ncbi.nlm.nih.gov/pubmed/29018902,Microb Ecol,29018902,Ma ZS. The P/N (Positive-to-Negative Links) Ratio in Complex Networks-A Promising In Silico Biomarker for Detecting Changes Occurring in the Human Microbiome. The P/N (Positive-to-Negative Links) Ratio in Complex Networks-A Promising In Silico Biomarker for Detecting Changes Occurring in the Human Microbiome. 2018; 75:1063-1073. doi: 10.1007/s00248-017-1079-7,N/A,2018
"Lactobacillus iners, the unusual suspect.",Vaneechoutte M,10.1016/j.resmic.2017.09.003,https://ncbi.nlm.nih.gov/pubmed/28951208,Res Microbiol,28951208,"Vaneechoutte M. Lactobacillus iners, the unusual suspect. Lactobacillus iners, the unusual suspect. 2017; 168:826-836. doi: 10.1016/j.resmic.2017.09.003",N/A,2017
Lactobacillus iners-dominated vaginal microbiota is associated with increased susceptibility to Chlamydia trachomatis infection in Dutch women: a case-control study.,"van Houdt R, Ma B, Bruisten SM, Speksnijder AGCL, Ravel J, de Vries HJC",10.1136/sextrans-2017-053133,https://ncbi.nlm.nih.gov/pubmed/28947665,Sex Transm Infect,28947665,"van Houdt R, et al. Lactobacillus iners-dominated vaginal microbiota is associated with increased susceptibility to Chlamydia trachomatis infection in Dutch women: a case-control study. Lactobacillus iners-dominated vaginal microbiota is associated with increased susceptibility to Chlamydia trachomatis infection in Dutch women: a case-control study. 2018; 94:117-123. doi: 10.1136/sextrans-2017-053133",N/A,2018
Group B Streptococcus and the Vaginal Microbiota.,"Rosen GH, Randis TM, Desai PV, Sapra KJ, Ma B, Gajer P, Humphrys MS, Ravel J, Gelber SE, Ratner AJ",10.1093/infdis/jix395,https://ncbi.nlm.nih.gov/pubmed/28934437,J Infect Dis,28934437,"Rosen GH, et al. Group B Streptococcus and the Vaginal Microbiota. Group B Streptococcus and the Vaginal Microbiota. 2017; 216:744-751. doi: 10.1093/infdis/jix395",N/A,2017
A longitudinal analysis of the vaginal microbiota and vaginal immune mediators in women from sub-Saharan Africa.,"Jespers V, Kyongo J, Joseph S, Hardy L, Cools P, Crucitti T, Mwaura M, Ndayisaba G, Delany-Moretlwe S, Buyze J, Vanham G, van de Wijgert JHHM",10.1038/s41598-017-12198-6,https://ncbi.nlm.nih.gov/pubmed/28931859,Sci Rep,28931859,"Jespers V, et al. A longitudinal analysis of the vaginal microbiota and vaginal immune mediators in women from sub-Saharan Africa. A longitudinal analysis of the vaginal microbiota and vaginal immune mediators in women from sub-Saharan Africa. 2017; 7:11974. doi: 10.1038/s41598-017-12198-6",N/A,2017
The composition of the vaginal microbiome in first trimester pregnant women influences the level of autophagy and stress in vaginal epithelial cells.,"Nasioudis D, Forney LJ, Schneider GM, Gliniewicz K, France MT, Boester A, Sawai M, Scholl J, Witkin SS",10.1016/j.jri.2017.08.009,https://ncbi.nlm.nih.gov/pubmed/28915448,J Reprod Immunol,28915448,"Nasioudis D, et al. The composition of the vaginal microbiome in first trimester pregnant women influences the level of autophagy and stress in vaginal epithelial cells. The composition of the vaginal microbiome in first trimester pregnant women influences the level of autophagy and stress in vaginal epithelial cells. 2017; 123:35-39. doi: 10.1016/j.jri.2017.08.009",N/A,2017
Treatment of biofilms in bacterial vaginosis by an amphoteric tenside pessary-clinical study and microbiota analysis.,"Gottschick C, Deng ZL, Vital M, Masur C, Abels C, Pieper DH, Rohde M, Mendling W, Wagner-Döbler I",10.1186/s40168-017-0326-y,https://ncbi.nlm.nih.gov/pubmed/28903767,Microbiome,28903767,"Gottschick C, et al. Treatment of biofilms in bacterial vaginosis by an amphoteric tenside pessary-clinical study and microbiota analysis. Treatment of biofilms in bacterial vaginosis by an amphoteric tenside pessary-clinical study and microbiota analysis. 2017; 5:119. doi: 10.1186/s40168-017-0326-y",N/A,2017
Influence of Pregnancy History on the Vaginal Microbiome of Pregnant Women in their First Trimester.,"Nasioudis D, Forney LJ, Schneider GM, Gliniewicz K, France M, Boester A, Sawai M, Scholl J, Witkin SS",10.1038/s41598-017-09857-z,https://ncbi.nlm.nih.gov/pubmed/28860491,Sci Rep,28860491,"Nasioudis D, et al. Influence of Pregnancy History on the Vaginal Microbiome of Pregnant Women in their First Trimester. Influence of Pregnancy History on the Vaginal Microbiome of Pregnant Women in their First Trimester. 2017; 7:10201. doi: 10.1038/s41598-017-09857-z",N/A,2017
Characterization of cervico-vaginal microbiota in women developing persistent high-risk Human Papillomavirus infection.,"Di Paola M, Sani C, Clemente AM, Iossa A, Perissi E, Castronovo G, Tanturli M, Rivero D, Cozzolino F, Cavalieri D, Carozzi F, De Filippo C, Torcia MG",10.1038/s41598-017-09842-6,https://ncbi.nlm.nih.gov/pubmed/28860468,Sci Rep,28860468,"Di Paola M, et al. Characterization of cervico-vaginal microbiota in women developing persistent high-risk Human Papillomavirus infection. Characterization of cervico-vaginal microbiota in women developing persistent high-risk Human Papillomavirus infection. 2017; 7:10200. doi: 10.1038/s41598-017-09842-6",N/A,2017
Comparison of vaginal microbiota sampling techniques: cytobrush versus swab.,"Mitra A, MacIntyre DA, Mahajan V, Lee YS, Smith A, Marchesi JR, Lyons D, Bennett PR, Kyrgiou M",10.1038/s41598-017-09844-4,https://ncbi.nlm.nih.gov/pubmed/28852043,Sci Rep,28852043,"Mitra A, et al. Comparison of vaginal microbiota sampling techniques: cytobrush versus swab. Comparison of vaginal microbiota sampling techniques: cytobrush versus swab. 2017; 7:9802. doi: 10.1038/s41598-017-09844-4",N/A,2017
Replication and refinement of a vaginal microbial signature of preterm birth in two racially distinct cohorts of US women.,"Callahan BJ, DiGiulio DB, Goltsman DSA, Sun CL, Costello EK, Jeganathan P, Biggio JR, Wong RJ, Druzin ML, Shaw GM, Stevenson DK, Holmes SP, Relman DA",10.1073/pnas.1705899114,https://ncbi.nlm.nih.gov/pubmed/28847941,Proc Natl Acad Sci U S A,28847941,"Callahan BJ, et al. Replication and refinement of a vaginal microbial signature of preterm birth in two racially distinct cohorts of US women. Replication and refinement of a vaginal microbial signature of preterm birth in two racially distinct cohorts of US women. 2017; 114:9966-9971. doi: 10.1073/pnas.1705899114",N/A,2017
"Association between statin use, the vaginal microbiome, and Gardnerella vaginalis vaginolysin-mediated cytotoxicity.","Abdelmaksoud AA, Girerd PH, Garcia EM, Brooks JP, Leftwich LM, Sheth NU, Bradley SP, Serrano MG, Fettweis JM, Huang B, Strauss JF, Buck GA, Jefferson KK",10.1371/journal.pone.0183765,https://ncbi.nlm.nih.gov/pubmed/28846702,PLoS One,28846702,"Abdelmaksoud AA, et al. Association between statin use, the vaginal microbiome, and Gardnerella vaginalis vaginolysin-mediated cytotoxicity. Association between statin use, the vaginal microbiome, and Gardnerella vaginalis vaginolysin-mediated cytotoxicity. 2017; 12:e0183765. doi: 10.1371/journal.pone.0183765",N/A,2017
